artist,genre,popularity
Johnny Cash,country,104272344
Elvis Presley,rock n roll,71070448
Frank Sinatra,jazz,65804306
Nina Simone,jazz,40198909
Louis Armstrong,jazz,25814261
Ray Charles,jazz,26198061
Ella Fitzgerald,jazz,28085788
James Brown,funk,22909752
Miles Davis,jazz,49695219
Nat King Cole,jazz,18655295
Chuck Berry,Rock and Roll,16860769
Dean Martin,jazz,15877991
Etta James,blues,12901219
Roy Orbison,classic rock,12383506
Bing Crosby,jazz,10673211
Sam Cooke,soul,15254753
B.B. King,blues,15020608
Duke Ellington,jazz,12486405
Buddy Holly,rockabilly,11537106
Peggy Lee,jazz,6524623
Chet Baker,jazz,17744521
Muddy Waters,blues,11459992
John Lee Hooker,blues,10553416
Andy Williams,oldies,5999545
Sarah Vaughan,jazz,7380155
Dinah Washington,jazz,6022427
Ben E. King,soul,4478774
Bobby Darin,jazz,5242038
Perry Como,jazz,4527255
Brenda Lee,oldies,3829706
Julie London,jazz,6407834
Little Richard,Rock and Roll,5756840
Charlie Parker,jazz,10001724
Dave Brubeck,jazz,7377850
Hank Williams,country,7747009
Jerry Lee Lewis,rockabilly,5536864
Doris Day,jazz,4007987
Glenn Miller,jazz,5953350
Serge Gainsbourg,french,15385564
Patsy Cline,country,5584573
Barbra Streisand,female vocalists,6932264
Mel Tormé,jazz,2908101
Bobby Helms,country,1644695
Eartha Kitt,jazz,2500972
Fats Domino,blues,3841666
Johnny Mathis,oldies,2959931
Sonny Rollins,jazz,4622320
Count Basie,jazz,4492865
Jackie Wilson,soul,3001698
Rosemary Clooney,jazz,2617773
Dizzy Gillespie,jazz,4102627
Bo Diddley,blues,3779636
Shirley Bassey,jazz,3875539
Eddie Cochran,rockabilly,3386269
Judy Garland,jazz,2847738
Henry Mancini,Soundtrack,4695931
Cliff Richard,oldies,2975620
Sammy Davis Jr.,jazz,2733908
Harry Belafonte,calypso,3248468
Burl Ives,folk,2373097
Ricky Nelson,rockabilly,2667024
Paul Anka,swing,3271162
Louis Prima,swing,3211537
Nancy Wilson,jazz,2521985
Oscar Peterson,jazz,4793418
Del Shannon,60s,2636134
Bill Haley and His Comets,rockabilly,2185406
Bernard Herrmann,Soundtrack,2960726
Gene Autry,country,1676116
Chubby Checker,Rock and Roll,1952883
Carl Perkins,rockabilly,2148526
Sérgio Mendes,Bossa Nova,3631218
Jacques Brel,french,7155907
Lena Horne,jazz,1763869
Fred Astaire,jazz,2169734
Mary Wells,soul,1621889
Art Blakey & The Jazz Messengers,jazz,3190489
Darlene Love,soul,1638543
Elmore James,blues,2517696
Carmen McRae,jazz,2116104
George Jones,country,3200069
Ritchie Valens,Rock and Roll,1898837
Dion,oldies,2170518
Lee Morgan,jazz,2323754
Blossom Dearie,jazz,2821147
Gene Vincent,rockabilly,1891276
Cab Calloway,jazz,2046140
Royal Philharmonic Orchestra,Classical,3271119
Jimmy Smith,jazz,2360485
Art Tatum,jazz,2757690
Marty Robbins,country,2614057
Charlie Feathers,rockabilly,1362509
Bud Powell,jazz,2424944
The Chordettes,50s,1747068
Neil Sedaka,oldies,1688528
Sun Ra,jazz,4804811
Bobby Vinton,oldies,1633005
Ornette Coleman,jazz,2994352
Johnny Nash,reggae,1144463
Marilyn Monroe,jazz,2066197
Ben Webster,jazz,2020251
Gerry Mulligan,jazz,2065903
Roger Miller,country,1461877
Harold Melvin & The Blue Notes,soul,1303166
Jr. Walker & The All Stars,soul,1134536
Kay Starr,jazz,1061043
Ibrahim Ferrer,cuban,2267424
Jim Reeves,country,1572019
John Mayall,blues,2128420
Pat Boone,oldies,1225083
Clarence Carter,soul,1045520
Gerry & The Pacemakers,60s,1514332
Art Blakey,jazz,1815376
Duane Eddy,rockabilly,1266679
Compay Segundo,cuban,2120560
Dion & The Belmonts,doo wop,1716604
Otis Rush,blues,1361285
Bobby Vee,oldies,1213041
Link Wray,rockabilly,2094688
Clifford Brown,jazz,1614125
Bill Haley,Rock and Roll,1137927
Artie Shaw,jazz,1513359
Al Hirt,jazz,888655
Conway Twitty,country,1738799
Georges Brassens,chanson francaise,3844285
Ahmad Jamal,jazz,2531774
Vic Damone,swing,889574
Albert Collins,blues,1323849
Art Pepper,jazz,1683809
Jimmy Reed,blues,1292178
Charles Trenet,french,1535738
Paul Desmond,jazz,2101304
The Champs,oldies,810881
David Allan Coe,country,2008982
John Cage,Avant-Garde,2176873
Malcolm McLaren,alternative,1180073
Skeeter Davis,60s,1337844
Rufus Thomas,soul,961839
Jack Jones,jazz,844758
Betty Carter,jazz,821615
Matt Monro,oldies,1067675
Patti Page,jazz,861945
Dinah Shore,jazz,882306
Dalida,french,2121216
Buck Owens,country,1510765
Erroll Garner,jazz,1575025
Barrett Strong,soul,607552
Brook Benton,soul,751150
Louis Jordan,jazz,1128772
June Christy,jazz,881556
Billy Eckstine,jazz,707818
Mahalia Jackson,gospel,986989
Cal Tjader,jazz,1341041
Jo Stafford,jazz,1929838
Pete Seeger,folk,1832120
Ramsey Lewis,jazz,979667
Lee Dorsey,soul,989356
Jimmie Rodgers,country,951059
Ruth Brown,blues,834067
Jan & Dean,Surf,837444
Frankie Lymon,doo wop,883009
Jackie DeShannon,60s,791219
Gene Pitney,60s,989774
The Five Satins,doo wop,578925
MiNa,italian,2038524
Mina,italian,2038524
Mina,italian,2038524
Mina,italian,2038524
Mina,italian,2038524
Mina,italian,2038524
Mina Mermoud,italian,2038524
MINA,italian,2037905
Johnny Burnette,rockabilly,870001
Gene Kelly,Soundtrack,750730
Jimmy Durante,jazz,680263
Abbey Lincoln,jazz,956316
Angela Lansbury,Disney,697142
Kenny Dorham,jazz,956330
Chet Atkins,country,1548684
Les Baxter,exotica,1528637
Charles Brown,blues,577809
The Flamingos,doo wop,744374
Big Joe Turner,blues,721367
Esther Phillips,soul,808013
Lloyd Price,soul,568551
Big Mama Thornton,blues,877693
Sam the Sham & The Pharaohs,60s,668868
James Brown & The Famous Flames,funk,634644
Tennessee Ernie Ford,country,715183
Mongo Santamaría,jazz,713279
LaVern Baker,rhythm and blues,642689
Joe Williams,jazz,555193
Joe Williams,jazz,555193
Junior Wells,blues,970018
Johnny Horton,country,898550
Al Martino,swing,602175
Sonny Clark,jazz,852625
Ray Conniff,instrumental,1063785
Frankie Avalon,oldies,578645
Bobby Day,rockabilly,485935
Maurice Williams & The Zodiacs,60s,571745
Michel Legrand,jazz,1190351
Pérez Prado,mambo,938419
Harry James,jazz,677539
Charley Pride,country,910426
The Penguins,doo wop,519358
June Carter Cash,country,540604
The Crickets,50s,717040
Frankie Laine,country,616923
Jay & The Americans,oldies,668248
Jerry Butler,soul,543740
Danny & The Juniors,Rock and Roll,489933
Luiz Bonfá,Bossa Nova,1089882
Brian Hyland,oldies,575908
Johnny Rivers,classic rock,872787
Johnny Tillotson,oldies,593327
João Donato,Bossa Nova,854508
Jackie McLean,jazz,775791
Santo & Johnny,oldies,957147
Keely Smith,jazz,517651
King Curtis,soul,633560
Kitty, Daisy & Lewis,rockabilly,1647954
Betty Everett,soul,507101
Johnny Mercer,jazz,423190
Sonny Stitt,jazz,850507
Professor Longhair,blues,896899
Dorothy Ashby,jazz,1086737
Eddy Arnold,country,645393
Laurel Aitken,ska,1204771
Lowell Fulson,blues,538029
Odetta,blues,906972
Helen Merrill,jazz,720181
Martin Denny,exotica,1266628
Bruce Channel,oldies,401082
Galt MacDermot,Soundtrack,1526862
Bert Kaempfert,easy listening,965345
Juliette Gréco,french,822183
Herbie Mann,jazz,721151
Charlie Daniels,country,574751
Mario Lanza,Classical,483236
Slim Harpo,blues,633155
Adam Faith,60s,395985
The Big Bopper,50s,444021
Jimmy Wayne,country,611532
Mickey & Sylvia,rhythm and blues,441011
Rick Nelson,rockabilly,548555
Stéphane Grappelli,jazz,832092
Gilbert Bécaud,chanson francaise,744721
Ray Anthony,jazz,455214
The Clovers,doo wop,478992
Jimmie Lunceford,jazz,580588
Gene Ammons,jazz,523651
Billy May,jazz,490653
The Diamonds,oldies,412669
Chris Montez,60s,456047
Bobby Bare,country,718045
Percy Faith,easy listening,666834
Little Anthony & The Imperials,soul,423294
The Chords,mod revival,451953
Faron Young,country,592574
Boris Vian,chanson francaise,763991
Lefty Frizzell,country,665592
Hank Snow,country,587674
André Previn,Classical,635452
Stan Kenton,jazz,651602
Maysa,Bossa Nova,1242180
Maysa,Bossa Nova,1242180
Max Roach,jazz,583529
Morton Feldman,contemporary classical,948512
Ernest Tubb,country,598352
Benny Moré,cuban,502688
The Chantels,doo wop,349618
Guy Mitchell,country,438053
Jason Donovan,pop,539611
Etta Jones,jazz,499512
Roy Brown,blues,629870
Roy Brown,blues,629870
Ray Price,country,632812
Don Cherry,jazz,590844
Sister Rosetta Tharpe,gospel,542521
Dick Haymes,jazz,389948
Otis Spann,blues,517415
Mose Allison,jazz,756575
Audrey Hepburn,Soundtrack,602433
Raymond Scott,experimental,1141833
Dorival Caymmi,samba,658826
Link Wray & His Raymen,rockabilly,413124
Francis Lai,Soundtrack,606493
Adoniran Barbosa,samba,1209877
Lester Flatt & Earl Scruggs,bluegrass,782143
Les Paul,jazz,451028
Domenico Modugno,italian,487982
Alma Cogan,female vocalists,340498
Grease,Soundtrack,750156
Gene Vincent & His Blue Caps,rockabilly,392523
Chris Connor,jazz,465597
Blue Mitchell,jazz,506972
Ernest Ranglin,reggae,781693
Levon Helm,americana,791635
Johnnie Ray,50s,358403
Don Covay,soul,320090
Kitty Wells,country,459823
The Crests,doo wop,363402
Stella,seen live,1624491
Stella,seen live,1624491
Stella,seen live,1624491
Stella,seen live,1624491
Stella,seen live,1624491
Stella,seen live,1624491
Stella,seen live,1624491
The Weavers,folk,327273
Don Gibson,country,492647
Phil Woods,jazz,297698
The Fleetwoods,oldies,430050
Cheek,seen live,4235180
Mable John,soul,296762
Paul Davis,soft rock,455732
Paul Davis,soft rock,455732
Paul Davis,soft rock,455732
Paul Davis,soft rock,455732
Jimmy Witherspoon,blues,364100
Phil Harris,Disney,290379
Art Farmer,jazz,448369
Cheo Feliciano,salsa,357358
José Alfredo Jiménez,mariachi,716899
Buddy Knox,rockabilly,293091
The Moonglows,doo wop,285034
Charlie Barnet,jazz,369795
Hasil Adkins,rockabilly,683939
Bobby Rydell,oldies,364157
J.B. Lenoir,blues,460698
Clyde McPhatter,soul,299285
Mantovani,instrumental,634234
Bob & Earl,soul,239826
The Cadillacs,doo wop,269290
Little Willie John,soul,382381
Billy Vaughn,instrumental,492434
Lee Rocker,rockabilly,598635
Renato Carosone,italian,522192
Warren Smith,rockabilly,315687
Bobby Goldsboro,oldies,346814
Hank Jones,jazz,465342
Maurice Chevalier,french,315231
Billy Lee Riley,rockabilly,333053
Vaughn Monroe,swing,286955
Johnny and The Hurricanes,rockabilly,326521
The Skyliners,doo wop,298458
Freddy Fender,country,394040
Lou Monte,italian,226293
Champion Jack Dupree,blues,398400
The Monotones,doo wop,245320
The Monotones,doo wop,245320
The Monotones,doo wop,245320
Johnny Griffin,jazz,350201
Steve Lawrence,easy listening,291179
Cecil Taylor,free jazz,496853
Orquesta Aragón,cuban,320141
Gene Harris,jazz,351878
Ron Carter,jazz,476850
Lou Christie,60s,341269
Pau Casals,Classical,772927
Ferrante and Teicher,easy listening,395408
Nelson Riddle,lounge,409944
Sleepy John Estes,blues,358359
Jimmy Dorsey,jazz,298171
Antonio Aguilar,ranchera,467930
Penny & The Quarters,soul,433086
Pedro Infante,ranchera,502100
Hoagy Carmichael,jazz,353121
Los Panchos,bolero,635220
Larry Williams,Rock and Roll,274498
Danny Kaye,jazz,318208
Big Maybelle,blues,299768
Joe Simon,soul,244659
Dale Hawkins,rockabilly,262700
The Crew-Cuts,doo wop,260908
Javier Solís,ranchera,551641
Lonnie Donegan,Skiffle,366528
Ismael Rivera,salsa,369209
Jack Scott,rockabilly,289662
Billy Joe Royal,60s,271295
Luigi Tenco,italian,507456
Edward Holland, Jr.,soul,207349
Barney Kessel,jazz,484107
Bill Monroe and the Bluegrass Boys,bluegrass,439890
Bebo Valdés,jazz,488447
Leroy Anderson,Classical,256847
Sonny Terry,blues,407017
Robin Gibb,pop,339262
Ray Bryant,jazz,251609
Amos Milburn,blues,297740
Elastinen,seen live,1908812
The McGuire Sisters,oldies,217297
Arthur Lyman,exotica,499158
Chris Farlowe,60s,277497
Tal Farlow,jazz,391565
Debbie Reynolds,50s,212939
Les Paul & Mary Ford,jazz,385936
Della Reese,jazz,290550
Hildegard Knef,chanson,700482
Ray Peterson,60s,210814
Barbara Lynn,soul,287501
Teresa Brewer,50s,238588
Mark Murphy,jazz,292268
Margaret Whiting,40s,602563
Billie Jo Spears,country,332381
Eddie Fisher,jazz,244313
Betty Hutton,jazz,250328
Benny Golson,jazz,281018
George Martin,Soundtrack,357237
Hank Locklin,classic country,302566
Jimmy Dean,country,225590
Laurindo Almeida,Bossa Nova,277193
Armando Manzanero,bolero,342493
Mickey Gilley,country,314981
Montserrat Caballé,opera,264625
Peter Alexander,peter alexander,434063
Bob Crosby,jazz,310803
Chorale,dance,604853
Chorale,dance,604853
Man Parrish,electro,200270
Dakota Staton,jazz,199103
Phil Phillips,rhythm and blues,217849
Furry Lewis,blues,284953
Gil Evans,jazz,347848
Sonny James,classic country,252738
Lolita,eurobeat,1154685
Lolita,eurobeat,1154685
Lolita,eurobeat,1154685
Lolita,eurobeat,1154685
Lolita,eurobeat,1154685
Franck Pourcel,instrumental,532619
The Silhouettes,doo wop,165833
The Silhouettes,doo wop,165833
The Silhouettes,doo wop,165833
The Silhouettes,doo wop,165833
The Silhouettes,doo wop,165833
The Silhouettes,doo wop,165833
The Silhouettes,doo wop,165833
Andy Bell,synthpop,356188
Andy Bell,synthpop,356188
Dickie Valentine,60s,146761
Beats and Styles,seen live,424073
Roy Acuff,country,281357
Loquillo,rock,498439
Horace Parlan,jazz,233182
April Stevens,female vocalists,244786
Rocío Dúrcal,spanish,563306
Freddy Quinn,freddy quinn,353261
Helen Forrest,jazz,252909
Anssi Kela,finnish,1434344
Curtis Lee,60s,178364
La Lupe,salsa,286580
Pearl Bailey,jazz,171086
Olavi Uusivirta,seen live,2198316
James Hunter,soul,480384
Frederic Earl 'Shorty' Long,soul,165988
Shorty Long,soul,166002
Shorty Long,soul,166002
James Galway,flute,387805
Carmen Miranda,samba,394753
The Johnston Brothers,oldies,149639
The Cleftones,doo wop,221074
Jascha Heifetz,Classical,470899
Stonewall Jackson,country,240084
Peret,rumba,213682
Atahualpa Yupanqui,argentina,482944
Janis Martin,rockabilly,328795
Joe South,60s,187439
Dee Clark,soul,170182
Gayla Peevey,christmas,123015
Grandmaster & Melle Mel,Hip-Hop,147510
Paul Chambers,jazz,289899
Bobby Freeman,oldies,146341
Jimmy Boyd,50s,88079
Bobby Charles,singer-songwriter,254525
Shirley & Lee,rhythm and blues,155377
Booker Ervin,jazz,206145
Marv Johnson,soul,152062
Merle Travis,country,254100
Josh White,blues,266896
Johnny Pacheco,salsa,183124
Snooks Eaglin,blues,301066
Elvin Jones,jazz,278086
Machito,jazz,219031
Nat Adderley,jazz,176896
Giacinto Scelsi,contemporary classical,493867
Slim Whitman,country,287882
Gordon Jenkins,instrumental,143998
Sonny Burgess,rockabilly,195876
Kay Kyser,jazz,209509
Andre Williams,blues,357653
Barbara Acklin,soul,168192
Slim Gaillard,jazz,269300
The Orioles,doo wop,142747
The Ames Brothers,50s,176050
Caterina Valente,jazz,502880
Curtis Fuller,jazz,275317
Noël Coward,comedy,272032
Charlie Parker Quintet,jazz,178446
Jackie Gleason,easy listening,361628
Joe Turner,blues,138370
Joe Turner,blues,138370
Sons of the Pioneers,country,247386
Sandy Nelson,60s,171607
Sheb Wooley,comedy,115293
Chakachas,funk,121748
James Booker,blues,279709
Ernestine Anderson,jazz,179563
Marian McPartland,jazz,283108
Eddie Meduza,swedish,1052687
Jimmy Clanton,oldies,161192
Julio Jaramillo,bolero,340876
Carl Smith,country,222403
Carl Smith,country,222403
Allen Ginsberg,poetry,318950
Movetron,eurodance,616353
Charlie Palmieri,salsa,156233
Lord Kitchener,calypso,262120
New York Philharmonic,Classical,247733
Roger Williams,instrumental,274745
Roger Williams,instrumental,274745
Mitch Miller,oldies,196531
Wilbert Harrison,50s,122226
Chris Kenner,soul,118786
Lavay Smith & Her Red Hot Skillet Lickers,swing,251777
Red Foley,country,173089
Chicago Symphony Orchestra,Classical,248036
Don Byas,jazz,256546
Jimmy Jones,soul,159244
Johnny Preston,60s,140878
Dooley Wilson,jazz,141093
Nylon Beat,seen live,768545
Earl Scruggs,bluegrass,206991
The Four Aces,50s,164734
The Four Aces,50s,164734
The Four Aces,50s,164734
Bob Luman,rockabilly,181776
Jackie Brenston & His Delta Cats,blues,116061
Robert Gordon,rockabilly,252655
Robert Gordon,rockabilly,252655
James Moody,jazz,162845
Crispian St. Peters,60s,160064
Joe Cuba,salsa,173048
Dave Davies,rock,156851
Lambert, Hendricks & Ross,jazz,319892
Lee Wiley,jazz,184038
Carl Mann,rockabilly,151728
Son Seals,blues,202327
James Asher,new age,232895
Marty Wilde,60s,158666
Ray Brown,jazz,273787
Guillermo Portabales,cuban,170099
Bill Lee,jazz,114655
Chuck Willis,blues,149544
Tommy Edwards,50s,137564
David Rose,instrumental,119197
David Rose,instrumental,119197
Buddy Greco,swing,116043
Smiley Lewis,blues,161595
The Four Lads,50s,159866
Milt Buckner,jazz,160138
Boby Lapointe,chanson francaise,326952
Isaac Stern,Classical,168443
Paul Robeson,blues,269246
Clifton Chenier,zydeco,250075
Phil Spector,pop,332962
Fred Buscaglione,italian,286824
Molly Drake,folk,282758
The Bobbettes,doo wop,124391
Johnny Bond,country,159717
The Five Keys,doo wop,133014
The Heartbeats,doo wop,115914
Quartetto Cetra,italian,161636
Los Guaracheros de Oriente,cuban,103296
Bill Anderson,country,212688
Chet Baker Quartet,jazz,234155
Roy Hamilton,soul,133703
Boots Randolph,jazz,162509
Joe Brown,60s,173018
Maxine Sullivan,jazz,200770
Hampton Hawes,jazz,214086
Billy Boy Arnold,blues,166713
Agustín Lara,mexico,253157
Ethel Merman,Broadway,140976
La Sonora Santanera,latin,289938
Charlie Chaplin,reggae,224650
Charlie Chaplin,reggae,224650
Max Steiner,Soundtrack,207624
Billy Taylor,jazz,145009
Jorge Negrete,ranchera,168387
Howard Roberts,jazz,139879
Clark Terry,jazz,183656
Pansy Division,queercore,462462
The Elegants,doo wop,115600
Johnny Carroll,rockabilly,133413
Bulgarian State Radio & Television Female Vocal Choir,folk,381892
Harold Arlen,composers,156633
Nick Heyward,new wave,196645
